Electricity:Facility,InteriorLights:Electricity,InteriorEquipment:Electricity,Electricity:HVAC,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5,tc6
421036.5612,120101.5466,162649.0111,10811.48467,43010.6188,12.89782706,75.73711918,157.4538157,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
378104.1384,114915.6564,156444.1913,10005.25728,72272.26141,9.760949074,74.10636574,128.5277006,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
367135.0335,116889.0482,160063.6695,10380.67415,131090.7653,5.489852151,75.55857975,140.3433766,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
385848.196,142835.6752,158069.3029,16727.14304,315395.3513,-2.113575269,70.30320341,156.7973417,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
359631.3649,135058.0569,146011.0842,12718.73948,160862.7174,1.942956349,62.61458333,188.2471892,28,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
412549.4894,160037.2688,167666.6607,14120.65337,102058.9445,5.43313172,62.39908154,197.9807721,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
423255.87,143914.323,155751.9922,12840.52905,41956.005,12.56460648,68.95763889,135.3763503,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
507312.2305,154303.4043,164467.5415,14992.41147,12319.20062,17.91901882,74.3156362,192.3388217,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
537066.6772,153622.153,161514.5083,16740.27773,796.7107854,22.21377315,69.30104167,225.3063657,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
578066.8982,144595.5742,158705.0253,19229.52429,10.92363171,26.66420251,66.30790771,284.5905765,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
577273.8818,160037.2688,167666.6607,17764.26043,1090.114965,23.04596774,77.16319444,219.8065636,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
524013.4535,143914.323,155751.9922,14960.52135,6121.239199,20.35770833,84.16527778,153.3049769,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
450383.0175,148569.5397,161268.4222,13916.99764,38061.87253,12.89782706,75.73711918,157.4538157,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
406694.846,142154.4239,155116.2698,12851.37529,63867.78781,9.760949074,74.10636574,128.5277006,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
396529.6415,144595.5742,158705.0253,13336.14049,113296.8251,5.489852151,75.55857975,140.3433766,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
413598.0628,136633.5055,192001.3134,16793.97575,253088.2176,-2.113575269,70.30320341,156.7973417,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
386076.9624,129193.6048,177354.6123,12694.74482,124731.56,1.942956349,62.61458333,188.2471892,28,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
442890.0396,153088.1765,203658.8918,14375.58807,79829.27786,5.43313172,62.39908154,197.9807721,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
463694.7178,137665.3166,189186.5562,13163.33559,32361.14767,12.56460648,68.95763889,135.3763503,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
567355.2081,147603.2862,199773.0324,15596.01561,9227.496996,17.91901882,74.3156362,192.3388217,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
609107.5726,146951.616,196186.0851,17512.73468,530.2083801,22.21377315,69.30104167,225.3063657,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
669580.4613,138316.9867,192773.5034,20032.36762,8.789122554,26.66420251,66.30790771,284.5905765,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
660533.5631,153088.1765,203658.8918,18614.37176,769.9506289,23.04596774,77.16319444,219.8065636,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
596889.8143,137665.3166,189186.5562,15623.74286,4539.300028,20.35770833,84.16527778,153.3049769,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
492859.6991,142118.3958,195887.1729,14346.85031,29608.31088,12.89782706,75.73711918,157.4538157,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
440273.911,135981.8354,188414.3662,13093.30837,49876.60974,9.760949074,74.10636574,128.5277006,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
426745.4578,138316.9867,192773.5034,13555.68589,89220.50413,5.489852151,75.55857975,140.3433766,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
463656.6949,150307.0951,229770.3267,15506.42572,242254.586,-2.113575269,70.30320341,156.7973417,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
432981.1475,142122.6468,212242.4398,12293.90452,118646.6575,1.942956349,62.61458333,188.2471892,28,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
497809.66,168408.4663,243721.0938,14201.03134,77021.71686,5.43313172,62.39908154,197.9807721,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
508862.8234,151442.1646,226401.8723,13218.8643,31682.48252,12.56460648,68.95763889,135.3763503,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
607397.7828,162374.6759,239070.8381,15811.47226,8711.654268,17.91901882,74.3156362,192.3388217,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
642904.0493,161657.7899,234778.2944,17746.01407,481.0042028,22.21377315,69.30104167,225.3063657,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
692040.4564,152159.0506,230694.416,20003.49546,9.891407404,26.66420251,66.30790771,284.5905765,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
692131.5133,168408.4663,243721.0938,18846.62918,724.842568,23.04596774,77.16319444,219.8065636,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
626320.7815,151442.1646,226401.8723,15858.6501,4208.315135,20.35770833,84.16527778,153.3049769,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
539866.1136,156340.8855,234420.5824,14474.39947,29208.59537,12.89782706,75.73711918,157.4538157,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
488558.7618,149590.2092,225477.783,12999.04742,49226.904,9.760949074,74.10636574,128.5277006,30,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
477178.7068,152159.0506,230694.416,13342.31161,87872.86548,5.489852151,75.55857975,140.3433766,31,12.89723898,12.87093608,0.594479223,0.000327332,6.06494254,0.763068754
