Electricity:Facility,InteriorEquipment:Electricity,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5,tc6
401198.4733,205812.4825,150570.2003,1.942956349,62.61458333,188.2471892,28,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
460205.4977,236337.48,96395.34626,5.43313172,62.39908154,197.9807721,31,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
475817.0334,219542.9501,38449.52653,12.56460648,68.95763889,135.3763503,30,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
574444.7152,231828.1053,10615.64436,17.91901882,74.3156362,192.3388217,31,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
611191.6431,227665.6057,543.7503377,22.21377315,69.30104167,225.3063657,30,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
665864.6675,223705.4498,6.283099271,26.66420251,66.30790771,284.5905765,31,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
660190.7439,236337.48,842.7313557,23.04596774,77.16319444,219.8065636,31,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
597707.5672,219542.9501,5103.832462,20.35770833,84.16527778,153.3049769,30,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
506080.7254,227318.7307,35577.03136,12.89782706,75.73711918,157.4538157,31,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
455234.3775,218646.8565,60000.96315,9.760949074,74.10636574,128.5277006,30,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
443178.7118,223705.4498,108848.7513,5.489852151,75.55857975,140.3433766,31,10.50309522,12.48100668,0.518423391,0.000273168,5.39018484,0.65159973
403006.0208,219537.2421,324681.8999,-2.113575269,70.30320341,156.7973417,31,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
375780.6891,202789.9797,163605.8998,1.942956349,62.61458333,188.2471892,28,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
430267.3097,232866.6958,104033.0149,5.43313172,62.39908154,197.9807721,31,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
444379.9422,216318.8056,40280.54802,12.56460648,68.95763889,135.3763503,30,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
535313.915,228423.5446,11099.97363,17.91901882,74.3156362,192.3388217,31,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
567787.0368,224322.1742,560.0001967,22.21377315,69.30104167,225.3063657,30,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
618431.717,220420.176,4.918790386,26.66420251,66.30790771,284.5905765,31,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
611922.7041,232866.6958,850.2269174,23.04596774,77.16319444,219.8065636,31,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
555372.5729,216318.8056,5332.270299,20.35770833,84.16527778,153.3049769,30,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
472783.3915,223980.3934,37268.87863,12.89782706,75.73711918,157.4538157,31,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
426027.7034,215435.8717,62926.13583,9.760949074,74.10636574,128.5277006,30,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
415322.2233,220420.176,116021.7942,5.489852151,75.55857975,140.3433766,31,8.768354781,12.29771421,0.630560139,0.000265945,5.696292682,0.658855141
409462.3344,189202.9927,233979.9398,-2.113575269,70.30320341,156.7973417,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
382371.2176,174769.7598,116510.3489,1.942956349,62.61458333,188.2471892,28,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
438912.2623,200690.6679,74901.60779,5.43313172,62.39908154,197.9807721,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
448184.271,186429.2592,30233.52433,12.56460648,68.95763889,135.3763503,30,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
534026.8907,196861.4429,8569.78556,17.91901882,74.3156362,192.3388217,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
563395.9699,193326.7736,500.3025102,22.21377315,69.30104167,225.3063657,30,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
604552.1162,189963.9285,7.362578145,26.66420251,66.30790771,284.5905765,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
605417.1562,200690.6679,726.1028181,23.04596774,77.16319444,219.8065636,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
549808.4199,186429.2592,4254.197929,20.35770833,84.16527778,153.3049769,30,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
475891.4672,193032.2178,27764.67173,12.89782706,75.73711918,157.4538157,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
431311.1655,185668.3234,46721.50576,9.760949074,74.10636574,128.5277006,30,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
421444.5608,189963.9285,84194.84822,5.489852151,75.55857975,140.3433766,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
401725.4574,173068.5811,253260.6888,-2.113575269,70.30320341,156.7973417,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
375558.365,159866.1517,125600.3349,1.942956349,62.61458333,188.2471892,28,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
431144.2712,183576.6371,80560.46005,5.43313172,62.39908154,197.9807721,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
450570.4323,170531.3795,32974.77565,12.56460648,68.95763889,135.3763503,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
550760.6766,180073.9518,9530.784917,17.91901882,74.3156362,192.3388217,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
591285.7909,176840.7038,593.0403898,22.21377315,69.30104167,225.3063657,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
648342.3525,173764.6275,8.090267476,26.66420251,66.30790771,284.5905765,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
640048.865,183576.6371,822.148998,23.04596774,77.16319444,219.8065636,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
578504.4687,170531.3795,4732.427352,20.35770833,84.16527778,153.3049769,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
478549.3595,176571.2664,30058.07096,12.89782706,75.73711918,157.4538157,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
428042.0877,169835.3331,50567.70507,9.760949074,74.10636574,128.5277006,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
414913.3112,173764.6275,89938.87101,5.489852151,75.55857975,140.3433766,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
412583.5459,201361.4064,323980.2693,-2.113575269,70.30320341,156.7973417,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
385783.7543,186000.6764,161466.6514,1.942956349,62.61458333,188.2471892,28,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
442649.2251,213587.2935,103612.1586,5.43313172,62.39908154,197.9807721,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
461428.9265,198409.4293,41378.21253,12.56460648,68.95763889,135.3763503,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
561779.0217,209511.9978,11576.49186,17.91901882,74.3156362,192.3388217,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
601879.3598,205750.1864,619.6976979,22.21377315,69.30104167,225.3063657,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
658826.2616,202171.2408,8.044383632,26.66420251,66.30790771,284.5905765,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
651670.4455,213587.2935,944.1000674,23.04596774,77.16319444,219.8065636,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
589439.2053,198409.4293,5692.131308,20.35770833,84.16527778,153.3049769,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
490371.9468,205436.7021,38186.72603,12.89782706,75.73711918,157.4538157,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
439220.3033,197599.5949,64330.79522,9.760949074,74.10636574,128.5277006,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
426351.1508,202171.2408,116488.5645,5.489852151,75.55857975,140.3433766,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
366204.2076,163516.2148,307000.4073,-2.113575269,70.30320341,156.7973417,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
341951.0041,151042.4818,159399.6798,1.942956349,62.61458333,188.2471892,28,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
391313.2443,173444.288,100968.5983,5.43313172,62.39908154,197.9807721,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
414030.1922,161119.0518,40399.67482,12.56460648,68.95763889,135.3763503,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
511628.707,170134.9303,11757.84996,17.91901882,74.3156362,192.3388217,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
552547.3461,167080.1385,724.053777,22.21377315,69.30104167,225.3063657,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
612319.5275,164173.8436,8.867464704,26.66420251,66.30790771,284.5905765,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
599175.2064,173444.288,1007.624869,23.04596774,77.16319444,219.8065636,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
541596.8416,161119.0518,5771.835702,20.35770833,84.16527778,153.3049769,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
441019.2413,166825.5726,36601.7776,12.89782706,75.73711918,157.4538157,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
391867.3937,160461.423,61424.97346,9.760949074,74.10636574,128.5277006,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
378516.9998,164173.8436,110519.3584,5.489852151,75.55857975,140.3433766,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
405553.2741,175833.0034,254074.6017,-2.113575269,70.30320341,156.7973417,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
379160.7127,162419.6917,125628.2607,1.942956349,62.61458333,188.2471892,28,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
435280.3702,186508.9045,80554.74056,5.43313172,62.39908154,197.9807721,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
454817.2467,173255.2751,32973.34481,12.56460648,68.95763889,135.3763503,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
555801.1053,182950.2708,9526.174282,17.91901882,74.3156362,192.3388217,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
596351.0159,179665.3781,588.8615805,22.21377315,69.30104167,225.3063657,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
653427.6402,176540.1678,7.974601657,26.66420251,66.30790771,284.5905765,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
645635.1014,186508.9045,818.6420728,23.04596774,77.16319444,219.8065636,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
583434.9679,173255.2751,4716.881583,20.35770833,84.16527778,153.3049769,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
482883.9682,179391.6371,30089.97774,12.89782706,75.73711918,157.4538157,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
431954.6823,172548.1107,50605.25566,9.760949074,74.10636574,128.5277006,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
418793.069,176540.1678,89999.57613,5.489852151,75.55857975,140.3433766,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
411190.7111,207137.0835,246815.5882,-2.113575269,70.30320341,156.7973417,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
383236.1662,191335.7595,121816.8637,1.942956349,62.61458333,188.2471892,28,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
439065.0779,219713.6474,77453.93035,5.43313172,62.39908154,197.9807721,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
456723.4478,204100.4345,30799.02447,12.56460648,68.95763889,135.3763503,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
554187.414,215521.4594,8649.751232,17.91901882,74.3156362,192.3388217,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
592159.2516,211651.7475,473.6086884,22.21377315,69.30104167,225.3063657,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
647718.7606,207970.1465,6.329053448,26.66420251,66.30790771,284.5905765,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
640190.3548,219713.6474,692.7337107,23.04596774,77.16319444,219.8065636,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
579596.0808,204100.4345,4188.554275,20.35770833,84.16527778,153.3049769,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
485465.0822,211329.2715,28246.90252,12.89782706,75.73711918,157.4538157,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
435536.1118,203267.3715,47617.85571,9.760949074,74.10636574,128.5277006,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
423505.4636,207970.1465,86209.30914,5.489852151,75.55857975,140.3433766,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
417915.8578,195102.2636,269970.1303,-2.113575269,70.30320341,156.7973417,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
389195.9382,180219.0084,132492.8971,1.942956349,62.61458333,188.2471892,28,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
446568.3492,206948.1198,84819.35491,5.43313172,62.39908154,197.9807721,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
457282.4728,192242.0462,34402.61511,12.56460648,68.95763889,135.3763503,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
546569.7442,202999.501,9813.978784,17.91901882,74.3156362,192.3388217,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
577572.0499,199354.6222,564.8298104,22.21377315,69.30104167,225.3063657,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
622101.5317,195886.925,8.32712963,26.66420251,66.30790771,284.5905765,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
621545.1039,206948.1198,817.8008212,23.04596774,77.16319444,219.8065636,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
563867.1819,192242.0462,4804.4603,20.35770833,84.16527778,153.3049769,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
485894.108,199050.8823,31507.68473,12.89782706,75.73711918,157.4538157,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
439580.4622,191457.3848,53047.24508,9.760949074,74.10636574,128.5277006,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
429137.7188,195886.925,94765.54722,5.489852151,75.55857975,140.3433766,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
374658.2432,186925.3967,343018.2883,-2.113575269,70.30320341,156.7973417,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
348286.1598,172665.9087,178068.6436,1.942956349,62.61458333,188.2471892,28,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
397956.0251,198274.7851,111560.17,5.43313172,62.39908154,197.9807721,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
410506.8511,184185.0529,43868.96468,12.56460648,68.95763889,135.3763503,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
493459.3928,194491.6556,12479.99465,17.91901882,74.3156362,192.3388217,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
522856.4698,190999.5361,710.3121019,22.21377315,69.30104167,225.3063657,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
568131.56,187677.1724,8.305672398,26.66420251,66.30790771,284.5905765,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
562550.0056,198274.7851,1009.178781,23.04596774,77.16319444,219.8065636,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
510991.8946,184185.0529,6050.190638,20.35770833,84.16527778,153.3049769,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
437464.0857,190708.5262,39782.17376,12.89782706,75.73711918,157.4538157,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
394507.8698,183433.2772,67118.40211,9.760949074,74.10636574,128.5277006,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
384538.6798,187677.1724,121992.2478,5.489852151,75.55857975,140.3433766,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
365694.1538,171247.3914,400805.5245,-2.113575269,70.30320341,156.7973417,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
340905.8184,158183.8904,204821.7116,1.942956349,62.61458333,188.2471892,28,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
390270.2517,181644.8719,131369.2334,5.43313172,62.39908154,197.9807721,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
403709.3274,168736.8887,51766.66185,12.56460648,68.95763889,135.3763503,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
486996.3343,178179.0451,14890.10492,17.91901882,74.3156362,192.3388217,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
517294.9337,174979.8203,885.8823217,22.21377315,69.30104167,225.3063657,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
562947.6321,171936.1134,11.07868536,26.66420251,66.30790771,284.5905765,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
557021.7773,181644.8719,1252.082819,23.04596774,77.16319444,219.8065636,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
505914.5186,168736.8887,7313.338529,20.35770833,84.16527778,153.3049769,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
429558.1783,174713.2182,46995.27693,12.89782706,75.73711918,157.4538157,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
386898.9416,168048.1667,79062.3742,9.760949074,74.10636574,128.5277006,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
376624.1266,171936.1134,143550.3116,5.489852151,75.55857975,140.3433766,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
423687.3333,211725.4871,284803.0234,-2.113575269,70.30320341,156.7973417,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
396168.3846,195574.1396,141485.6847,1.942956349,62.61458333,188.2471892,28,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
454653.1321,224580.6412,90688.51597,5.43313172,62.39908154,197.9807721,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
473028.9812,208621.5717,36257.50122,12.56460648,68.95763889,135.3763503,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
575123.0214,220295.5899,10072.63861,17.91901882,74.3156362,192.3388217,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
615019.0509,216340.1578,529.462278,22.21377315,69.30104167,225.3063657,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
673214.0052,212577.0037,6.649312825,26.66420251,66.30790771,284.5905765,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
665978.4377,224580.6412,813.2980244,23.04596774,77.16319444,219.8065636,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
602194.8418,208621.5717,4919.512872,20.35770833,84.16527778,153.3049769,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
502503.7532,216010.5385,33545.56499,12.89782706,75.73711918,157.4538157,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
450554.1935,207770.0551,56457.65418,9.760949074,74.10636574,128.5277006,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
437720.6552,212577.0037,102441.0234,5.489852151,75.55857975,140.3433766,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
393666.3636,166739.9235,343172.8303,-2.113575269,70.30320341,156.7973417,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
367176.7001,154020.2719,171466.089,1.942956349,62.61458333,188.2471892,28,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
421337.0258,176863.7279,110527.0187,5.43313172,62.39908154,197.9807721,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
437818.3929,164295.5007,45332.62088,12.56460648,68.95763889,135.3763503,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
532223.4665,173489.1265,13184.82014,17.91901882,74.3156362,192.3388217,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
568323.6614,170374.1097,827.4483231,22.21377315,69.30104167,225.3063657,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
619320.6642,167410.5174,11.4717114,26.66420251,66.30790771,284.5905765,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
613554.3418,176863.7279,1143.871876,23.04596774,77.16319444,219.8065636,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
555896.9823,164295.5007,6554.004469,20.35770833,84.16527778,153.3049769,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
465917.5957,170114.525,41178.41604,12.89782706,75.73711918,157.4538157,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
417926.1538,163624.9068,69324.95165,9.760949074,74.10636574,128.5277006,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
405623.5557,167410.5174,122984.3386,5.489852151,75.55857975,140.3433766,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
396485.7945,177131.5966,316783.6721,-2.113575269,70.30320341,156.7973417,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
369458.9235,163619.2226,157970.0466,1.942956349,62.61458333,188.2471892,28,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
423801.4029,187886.3433,101612.3597,5.43313172,62.39908154,197.9807721,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
437238.2889,174534.8309,41282.9443,12.56460648,68.95763889,135.3763503,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
527187.6962,184301.4277,11814.54776,17.91901882,74.3156362,192.3388217,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
559845.0654,180992.2749,697.721916,22.21377315,69.30104167,225.3063657,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
